PIN,Angle between B and C,Angle between B and E,Angle between B and F,Angle between C and E,Angle between C and F,Angle between the projections of B and C on the z=0 plane,Angle between the projections of B and F on the z=0 plane,Angle between the projections of C and E on the z=0 plane,Angle of B strand vector to x axis,Angle of B strand vector to y axis,Angle of B strand vector to z axis,Angle of C strand vector to x axis,Angle of C strand vector to y axis,Angle of C strand vector to z axis,Angle of E strand vector to x axis,Angle of E strand vector to y axis,Angle of E strand vector to z axis,Angle of F strand vector to x axis,Angle of F strand vector to y axis,Angle of F strand vector to z axis,Distance of Center of Mass of B from plane,Distance of Center of Mass of C from plane,Distance of Center of Mass of E from plane,Distance of Center of Mass of F from plane
8F5A_B_3_to_95,2.6947036411830925,2.8729154786130295,0.3479285757455644,0.2817154302651994,2.9455015608690496,2.8173433460898982,0.3302851450153073,0.2816141105197328,0.3369663405865861,-1.2058241867796102,-0.1348739886297054,0.3369663405865861,-1.2058241867796102,-0.1348739886297054,-0.379396670764901,1.1674159822890469,-0.130418957984314,0.6702735581567394,-0.9000294473468129,-0.021918821090072,4.832244538707908,1.2914369940362096,0.6360993465162442,2.2782503449021485
2ITF_A_65_to_177,2.5746766565497063,2.6303943238139613,0.5406877864183943,0.0772491407285861,2.8017243442413053,2.782006960048708,0.5356706775915939,0.076511557077126,-0.3984500553242456,-1.0498708345523964,-0.3169733773452001,-0.3984500553242456,-1.0498708345523964,-0.3169733773452001,0.1366976792764618,1.3941626880993407,-0.1111619636108294,0.113456697777966,-1.36915076999819,-0.1659745480799459,8.690531633914938,3.54604860997291,1.157175058309731,0.4430895695463294
7ZT2_D_4_to_111,2.2479409501122456,2.833942417354921,0.4764280730008141,0.7429700624648453,2.6781936275427176,2.407773981912801,0.4580538808820721,0.7273967631385593,0.012170627622724,1.352885552855435,-0.2175596504548345,0.012170627622724,1.352885552855435,-0.2175596504548345,-0.0060180880129769,-1.4805699504674412,-0.0900243587933387,-0.4444384405460586,1.1201865750316886,-0.0694465026004558,0.7149103500204816,1.272505500410311,2.63604623662142,1.670840282985518
1G7H_A_3_to_106,2.2781515712404845,2.8880631808343735,0.4763613732030013,0.7562047135740916,2.667564030497795,2.3900750794562224,0.4772588338575907,0.74984990073896,0.1306816347649246,-1.3739180915165856,-0.1464063976645322,0.1306816347649246,-1.3739180915165856,-0.1464063976645322,-0.1329994417575943,1.3996232653329783,-0.1071176217460205,0.6061761629476156,-0.9549181818487344,-0.0956329387891421,5.37937745256361,0.5155838526056936,1.712945547511433,1.969143976839729
2Z35_A_1_to_116,2.3549259974395893,2.8958463307275064,0.471497865192634,0.6866021465719739,2.7486803624579035,2.5195543605556416,0.4589736394028459,0.6497303228955128,-0.0704726396514658,1.3350863237202335,-0.2245471956784177,-0.0704726396514658,1.3350863237202335,-0.2245471956784177,0.0445898880356709,-1.522060102847624,-0.0196582959988294,-0.5287318133303716,1.0322379414354568,-0.0929070826822617,0.7298147175114454,1.0017357221534782,2.2074016567536208,1.7335457512012071
32C2_B_123_to_216,2.539906012357065,2.8567460093533397,0.3199798955985247,0.3436007949659168,2.6673102423744344,2.8327703557236816,0.3200898965724162,0.2537033564450684,0.0761182047767881,-1.3884223594067246,-0.1654053895030802,0.0761182047767881,-1.3884223594067246,-0.1654053895030802,-0.1314273245102617,1.3963164412462332,-0.1140965676350491,0.3942365683981279,-1.1566659678256288,-0.1202287959316357,6.996081705619439,1.23944481162854,1.350269753992955,0.7661346138055557
8JBA_A_21_to_132,2.4300760216810606,2.8628254975706984,0.5235097387197559,0.6200140532842557,2.873511735582498,2.5738564454030706,0.4963927429548868,0.6080633408075503,-0.0275321383650766,1.3746178522862578,-0.1941869499150783,-0.0275321383650766,1.3746178522862578,-0.1941869499150783,-0.0122265779519266,-1.4882061932645003,-0.0816760307562558,-0.5243612048422293,1.0460714730327525,-0.0177568338540385,0.214588994627458,0.8415431624283163,2.8717012504057187,1.1260857899981964
4RES_B_76_to_302,2.1961638263710213,2.590185593040758,0.5721002177184226,0.6010755444535064,2.641708841335606,2.3772384456766753,0.5841263572414894,0.6168745040475234,-1.1290798917309917,0.2941185309143395,-0.3195932329775708,-1.1290798917309917,0.2941185309143395,-0.3195932329775708,1.3040106669606044,-0.1591489812949456,-0.2122719423596668,-1.224266233101453,-0.2673433889061085,-0.2151193662988506,5.382192469795455,7.58162310537491,1.2647491779664903,5.599330974941111
7NA5_A_183_to_274,2.640341119660702,2.8616282866033496,0.2721307429759553,0.2280598558186841,2.79042984281824,2.7929197731425437,0.2748851819810149,0.1869105086393224,-0.0615151221720249,1.393633578015894,-0.1659278243105968,-0.0615151221720249,1.393633578015894,-0.1659278243105968,0.2236833470818076,-1.3381247661779183,-0.0629770109877956,-0.3334614373343538,1.2038896580641711,-0.1473364573516797,1.6477218577207633,0.3924017712141833,5.178798884427703,1.0151846586587931
5XWT_B_285_to_373,2.391740550749576,2.7622614570475457,0.3548364678476322,0.3926659514554013,2.661282788570044,2.6934678411508965,0.3252813143512479,0.3176805962090164,-0.2261563105408077,1.2949901796071313,-0.1551501730094895,-0.2261563105408077,1.2949901796071313,-0.1551501730094895,0.3518218599040001,-1.1610038356570742,-0.2013134929306952,-0.5542038686867441,1.0164767280728375,-0.0101777561683131,1.758459662273539,0.0402324303584672,0.533102958849255,0.6260520486301347
3GSN_L_3_to_95,2.686116094445506,2.849371382450703,0.3231364130076911,0.3241512852432842,2.933892601536779,2.7992327076005963,0.3102523759529858,0.3272892237224259,-0.1509481331967443,1.3531975658909066,-0.1555255445865289,-0.1509481331967443,1.3531975658909066,-0.1555255445865289,0.1663056362911068,-1.354953664352187,-0.1363096489592896,-0.4621952083095899,1.1042828112758591,-0.0588412092556867,0.9187776266965818,0.97671162528759,4.987037978636466,1.719178433052689
5NOI_A_312_to_410,2.383751195552472,2.806753419488877,0.3246688796542024,0.6042269752536439,2.619741330208978,2.534819034844751,0.327490355566246,0.6093328858114069,-0.0989757194512568,1.3858304125883996,-0.1557409010388779,-0.0989757194512568,1.3858304125883996,-0.1557409010388779,0.0960667312023688,-1.3670740342528966,-0.1790886452408588,-0.4235438290373858,1.1235912865602191,-0.1349254809972304,2.830358588525721,0.0172492090113866,1.2900499401228755,0.0585534168954523
3KH3_A_2_to_153,2.200968909770894,2.8975355105033236,0.8490299070711617,0.7775965831736309,2.690764524018722,2.2620098667219453,0.8596672933033286,0.776619117037107,0.0196442440367738,-1.4306187197271436,-0.1387763120045262,0.0196442440367738,-1.4306187197271436,-0.1387763120045262,-0.1223776969994769,1.4229098879380917,-0.082615084135484,0.8447714346937163,-0.6672536658723467,-0.2428254439724158,5.158545725375974,0.6306009764737631,0.9861093309208572,3.5687165878567364
7DDL_B_76_to_303,2.2145914574772982,2.7225805731848167,0.5668714032953324,0.6662114162298463,2.5905000088812487,2.3440962939914205,0.5796872243752962,0.6822052961303107,-0.0775053146937208,1.3554347187046203,-0.2005217500547353,-0.0775053146937208,1.3554347187046203,-0.2005217500547353,0.1903616786934228,-1.290995049352845,-0.2025410097252831,-0.6401570431208055,0.8813223502654647,-0.2205771645039629,0.333055403194827,1.3507591130457302,2.446199114068872,0.3912948173485436
6NG9_A_27_to_132,2.471361230034195,2.810578807980263,0.2760570110223813,0.4802551886052171,2.6411753793875277,2.614864882341259,0.2817736151390382,0.4787104253551991,0.3543105461700397,-1.1583119885058668,-0.2022236886472486,0.3543105461700397,-1.1583119885058668,-0.2022236886472486,-0.4066272584501096,1.1430777760623163,-0.1253257301030796,0.6257728769320665,-0.8954573654948512,-0.2203068635235432,4.649340344231365,0.2566557694339801,1.924054405596876,0.4373025942046531
5AW7_B_77_to_305,2.2651865348955216,2.7106584631270345,0.5182582596158988,0.6523256706006736,2.6413892073246408,2.395716081752067,0.5282492798942396,0.6708686795623368,0.0118891792454598,-1.3637617719735489,-0.206682962014671,0.0118891792454598,-1.3637617719735489,-0.206682962014671,-0.0850920509285153,1.3364872789944893,-0.2177731638135367,0.530069972970159,-1.0022771361616734,-0.1860942747692058,4.957362320037965,1.4972379955846222,1.1368898538490413,0.8134683342473856
1P6F_A_8_to_98,2.3057210713426386,2.8653332552276773,0.4102227672768323,0.7345403653562318,2.6136725746847587,2.4608850690698514,0.4114848861223851,0.72119511112456,0.0166202873220084,-1.418373275433484,-0.1515000975543075,0.0166202873220084,-1.418373275433484,-0.1515000975543075,0.0234992306321299,1.4467321942417215,-0.1217957083368148,0.425626877416386,-1.129852404829326,-0.108252339469254,6.980250054196598,1.7391495729979394,1.4387171367974705,0.7611739056436352
5YTU_A_2_to_152,2.1751296812075696,2.9074475401347804,0.8459908196199994,0.8033326184962254,2.6717748276042177,2.2364956739701447,0.8562490754932479,0.7995471273505466,-0.0365431347715179,1.4269018431512128,-0.1391144300215812,-0.0365431347715179,1.4269018431512128,-0.1391144300215812,0.1420981987497092,-1.4121726277486006,-0.0700199924124109,-0.854447260282599,0.6522423098883082,-0.2532119403533934,0.99633538943266,1.8465137679376669,2.1954733586334867,1.2542523044414262
6PE8_A_120_to_214,2.4706214523439938,2.861897834086643,0.3645164647654704,0.3943111012322899,2.6074888361604343,2.7582729000825457,0.3681475164562937,0.256798917626913,-0.6073310772436242,-0.935612436465429,-0.163085773141038,-0.6073310772436242,-0.935612436465429,-0.163085773141038,0.4881889490808557,1.0736376191779744,-0.0865712249421948,-0.246042424950204,-1.2857613827181469,-0.1409771854564292,9.594400548379086,3.129950754134138,3.4011484684565203,1.1669292113828698
2D9Q_B_104_to_197,2.3281514512390715,2.7058391666368844,0.7037963587115148,0.506704080305509,2.791939197657539,2.4169945127177908,0.7268333628979851,0.5100883617739559,0.0526540316177381,-1.297999735788803,-0.2674109721460955,0.0526540316177381,-1.297999735788803,-0.2674109721460955,-0.2673478797091144,1.2794633993349611,-0.1129899364131878,0.7546367439241216,-0.7621562782360374,-0.2344687984465927,4.605789322854712,0.9430152752959304,1.1601339102493406,2.037598399886088
6SRU_A_21_to_132,2.4017027931718378,2.857783291702943,0.5072549680075626,0.6506230770273984,2.82668886510883,2.5837767898142068,0.4755015076068831,0.6234411048522828,-0.1251976793415201,1.3159287645524074,-0.2208114082984815,-0.1251976793415201,1.3159287645524074,-0.2208114082984815,0.0626085146751982,-1.4871414056125525,-0.0554100187178969,-0.603473775513431,0.966212904263576,-0.0322148916780991,0.4595749905398048,1.3708672109730955,2.660955716542279,0.8614696509894605
2EYR_A_2_to_116,2.3201773562012935,2.8240544552664373,0.5022573388702157,0.7030160217994423,2.7826118971546405,2.434028485707056,0.4848778681676278,0.7076285024212485,-1.1092590362480437,-0.4171716255698405,-0.1858561681268331,-1.1092590362480437,-0.4171716255698405,-0.1858561681268331,1.1271617950825414,0.4209732394827317,-0.1316820237390177,-0.66027928983234,-0.9086919928832482,-0.0420721463769773,7.765703313473803,5.762702525174189,0.9743281813559902,2.795835769851625
2KKQ_A_14_to_109,2.5900459959742923,2.7632911161252807,0.3099781729265608,0.3302184365428801,2.793633024822151,2.71594995180213,0.3126594594290698,0.3364703680708283,-0.0080167151433778,1.4068003989675932,-0.1637963141444811,-0.0080167151433778,1.4068003989675932,-0.1637963141444811,0.0952746093563483,-1.3450981435417293,-0.2039719160806139,-0.317554631027114,1.2219188516789494,-0.1395937147266281,1.5399039573436015,0.3441196140897394,3.970920435574664,1.9079383669784016
3VWJ_C_122_to_194,2.650029761911643,2.5835508345200675,0.1190742255139774,0.2312156953392494,2.7432023527703704,2.796115768086302,0.1171316953521513,0.1592481206356562,1.456832404489137,0.0067899019345576,-0.1137597144980984,1.456832404489137,0.0067899019345576,-0.1137597144980984,-1.1218234219452938,0.1641074399012763,-0.4138314963478022,1.42902423036744,-0.1098568113612279,-0.089253066466193,2.4529320238177013,3.766225839849053,8.057945607148762,7.070434095287628
1HXM_B_130_to_228,2.4093710205682988,2.7562025591836785,0.3533238880873757,0.4499998669321492,2.7067476263171586,2.598119015788949,0.3419295721953674,0.4404582268974174,0.061199353837787,1.317465359501364,-0.245511884066079,0.061199353837787,1.317465359501364,-0.245511884066079,0.0396046587279412,-1.438586643996814,-0.126071862216007,-0.2762411329891296,1.2618691795466257,-0.1347599101217778,3.959562481025787,0.1513414330943664,7.054249086941911,2.395758183353475
5WES_B_3_to_95,2.694871317287681,2.8747375662950705,0.324001183983093,0.2890945034658952,2.9035974024882187,2.8315656871175623,0.3138301094557162,0.2874828949483983,-0.1097945628403476,1.4027060822531383,-0.126762088413131,-0.1097945628403476,1.4027060822531383,-0.126762088413131,0.131935098509077,-1.3784509870294444,-0.1391447004290786,-0.4241250735827118,1.1443685619176862,-0.0416149577557625,1.2943543398637951,0.8959136075762802,5.349634849627439,2.2646204808063035
